make,model,vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption_city,fuel_consumption_hwy,fuel_consumption_comb,co2_emissions
LAMBORGHINI,,TWO-SEATER,5.2,10,AM7,Z,17.9,13.0,15.7,370
LAMBORGHINI,,TWO-SEATER,5.2,10,AM7,Z,18.1,13.2,15.9,366
LAMBORGHINI,Huracan Spyder AWD,TWO-SEATER,5.2,10,AM7,Z,17.9,13.0,15.7,370
LAMBORGHINI,Huracan Performante Coupe,TWO-SEATER,5.2,10,AM7,Z,17.9,,15.7,370
LAMBORGHINI,Huracan Performante Spyder,TWO-SEATER,5.2,10,AM7,Z,17.9,13.0,15.7,370
LAMBORGHINI,Urus,SUV - STANDARD,4.0,8,AS8,Z,19.2,14.1,16.9,384
LAND ROVER,,SUV - STANDARD,3.0,6,AS8,Z,14.8,11.4,13.3,311
LAND ROVER,,SUV - STANDARD,3.0,6,AS8,D,11.3,9.2,10.4,279
LAND ROVER,,SUV - SMALL,2.0,4,AS9,Z,11.4,9.3,10.5,246
LAND ROVER,Range Rover 3.0,SUV - STANDARD,3.0,6,AS8,Z,14.1,10.3,12.4,291
LAND ROVER,Range Rover TD6 Diesel,SUV - STANDARD,3.0,6,AS8,D,10.7,8.3,9.6,256
LAND ROVER,,SUV - STANDARD,5.0,8,AS8,Z,14.4,11.3,13.0,305
LAND ROVER,Range Rover SVAutobiography LWB,SUV - STANDARD,5.0,8,AS8,Z,17.9,12.7,15.5,365
LAND ROVER,Range Rover Sport 3.0,SUV - STANDARD,3.0,6,AS8,Z,14.1,10.3,12.4,291
LAND ROVER,,SUV - STANDARD,3.0,6,AS8,D,10.7,8.3,9.6,256
LAND ROVER,Range Rover Sport Supercharged,SUV - STANDARD,5.0,8,AS8,Z,14.1,10.7,12.6,294
LAND ROVER,Range Rover Evoque,SUV - SMALL,2.0,4,AS9,Z,10.9,8.0,9.6,225
LAND ROVER,Range Rover Evoque Convertible,SUV - SMALL,2.0,4,AS9,Z,11.2,8.2,9.8,231
LAND ROVER,Range Rover Velar D180,SUV - SMALL,2.0,4,AS8,D,9.2,7.8,8.5,229
LAND ROVER,,SUV - SMALL,2.0,4,AS8,Z,11.7,9.2,10.6,248
LAND ROVER,Range Rover Velar P380,SUV - SMALL,3.0,6,AS8,Z,13.0,10.0,11.6,273
LEXUS,ES 300h,MID-SIZE,2.5,4,AV6,X,5.5,5.2,5.3,124
LEXUS,,MID-SIZE,3.5,6,AS8,,10.6,7.2,9.1,211
LEXUS,ES 350 F SPORT,MID-SIZE,3.5,6,AS8,X,10.9,7.5,9.4,219
LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,12.3,9.1,10.9,254
LEXUS,GS F,COMPACT,5.0,8,AS8,Z,14.9,9.7,12.5,293
LEXUS,,SUV - STANDARD,4.6,8,AS6,Z,16.0,12.9,14.6,341
LEXUS,IS 300,COMPACT,2.0,4,AS8,Z,11.0,7.6,9.5,220
LEXUS,IS 300 AWD,COMPACT,3.5,6,AS6,Z,12.3,9.1,10.9,254
LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Z,12.3,9.1,10.9,254
LEXUS,LC 500,SUBCOMPACT,5.0,8,AS10,Z,15.1,9.5,12.6,294
LEXUS,LC 500h,SUBCOMPACT,3.5,6,AV10,Z,9.0,7.1,8.1,189
LEXUS,LS 500 AWD,MID-SIZE,3.4,6,AS10,Z,13.1,8.7,11.1,261
LEXUS,LS 500h AWD,MID-SIZE,3.5,6,AV10,Z,10.3,7.7,9.1,214
LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,18.2,12.8,15.8,371
LEXUS,NX 300 AWD,SUV - SMALL,,4,AS6,Z,10.7,8.5,9.7,226
LEXUS,NX 300 AWD F SPORT,SUV - SMALL,2.0,4,AS6,Z,10.8,8.9,9.9,232
LEXUS,,SUV - SMALL,2.5,4,AV6,X,7.2,7.9,7.5,176
LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6,AS6,Z,13.1,9.8,11.2,262
LEXUS,,SUBCOMPACT,3.5,6,AS6,Z,13.1,9.8,11.2,262
LEXUS,RC F,SUBCOMPACT,5.0,8,AS8,Z,15.2,9.5,12.6,289
LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS8,X,12.2,9.0,10.8,252
LEXUS,RX 350 L AWD,SUV - SMALL,3.5,6,AS8,X,13.1,9.4,11.1,268
LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6,AV6,Z,7.5,8.4,7.9,185
LEXUS,RX 450h L AWD,SUV - STANDARD,3.5,6,AV6,Z,8.1,8.4,8.1,190
LEXUS,,MID-SIZE,2.0,4,AS10,X,8.0,6.3,7.2,168
LEXUS,UX 250h,COMPACT,2.0,4,AV6,X,5.5,5.7,5.6,130
LEXUS,UX 250h AWD,COMPACT,2.0,4,AV6,X,5.7,6.2,6.0,140
LINCOLN,Continental AWD,FULL-SIZE,2.7,6,AS6,X,14.0,9.4,12.0,281
LINCOLN,,FULL-SIZE,3.0,6,AS6,X,14.5,,12.3,289
LINCOLN,Continental AWD,FULL-SIZE,3.7,6,AS6,X,14.3,9.7,12.2,287
LINCOLN,MKC AWD,SUV - SMALL,2.0,4,AS6,X,12.3,9.3,11.0,257
LINCOLN,MKC AWD (Start/Stop),SUV - SMALL,2.0,4,AS6,X,12.2,9.3,10.9,256
LINCOLN,MKC AWD,SUV - SMALL,2.3,4,AS6,X,13.1,9.5,11.5,270
LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,322
LINCOLN,MKT Livery AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,14.7,10.3,12.7,297
LINCOLN,,MID-SIZE,2.0,4,AS6,X,12.1,8.4,10.4,245
LINCOLN,,MID-SIZE,3.0,6,AS6,X,14.0,9.2,11.8,278
LINCOLN,,MID-SIZE,2.0,4,AV,X,5.7,6.2,5.9,139
LINCOLN,Nautilus,SUV - SMALL,2.0,4,AS8,X,12.0,9.6,10.7,250
LINCOLN,Nautilus,SUV - SMALL,2.7,6,AS8,X,12.6,9.2,11.0,259
LINCOLN,Navigator 4X4,SUV - STANDARD,3.5,6,AS10,X,15.0,,13.4,314
MASERATI,Ghibli,MID-SIZE,3.0,6,AS8,Z,14.1,9.8,12.2,286
MASERATI,Ghibli S,MID-SIZE,3.0,6,AS8,Z,14.7,9.9,12.6,295
MASERATI,Ghibli SQ4,MID-SIZE,3.0,6,AS8,Z,14.7,9.9,12.6,295
MASERATI,GranTurismo Convertible,SUBCOMPACT,4.7,8,AS6,Z,17.8,11.6,15.0,354
MASERATI,Levante,SUV - STANDARD,3.0,6,AS8,Z,15.9,11.1,13.7,324
MASERATI,Levante S,SUV - STANDARD,3.0,6,AS8,Z,16.1,11.4,14.0,330
MASERATI,Levante GTS,SUV - STANDARD,3.8,8,AS8,Z,17.9,12.9,15.3,360
MASERATI,Levante Trofeo,SUV - STANDARD,3.8,8,AS8,Z,17.9,12.9,15.3,360
MASERATI,Quattroporte S,FULL-SIZE,3.0,6,AS8,Z,15.1,10.3,12.8,299
MASERATI,Quattroporte SQ4,FULL-SIZE,3.0,6,AS8,Z,15.0,10.3,12.8,301
MASERATI,Quattroporte GTS,FULL-SIZE,3.8,8,AS8,Z,16.0,10.8,13.7,321
MAZDA,CX-3,COMPACT,2.0,4,AS6,X,8.3,6.9,7.7,179
MAZDA,CX-3,COMPACT,,4,M6,X,8.8,7.0,8.0,186
MAZDA,CX-3 4WD,COMPACT,2.0,4,AS6,X,8.6,7.4,8.1,189
MAZDA,,SUV - SMALL,2.0,4,M6,X,9.7,7.7,8.8,206
MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,9.7,,8.8,206
MAZDA,CX-5 (Cylinder Deactivation),SUV - SMALL,2.5,4,AS6,X,9.3,7.6,8.5,201
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,10.2,8.2,9.3,217
MAZDA,,SUV - SMALL,2.5,4,AS6,X,9.8,7.9,9.0,208
MAZDA,CX-5 Turbo 4WD,SUV - SMALL,2.5,4,AS6,X,10.8,,9.8,230
MAZDA,CX-5 Diesel 4WD,SUV - SMALL,2.2,4,AS6,D,8.9,7.9,8.4,227
MAZDA,,SUV - SMALL,2.5,4,AS6,X,10.6,8.4,9.6,225
MAZDA,CX-9 4WD,SUV - SMALL,2.5,4,AS6,X,11.6,9.1,10.5,244
MAZDA,,COMPACT,2.0,4,AS6,X,8.4,6.6,7.6,178
MAZDA,Mazda3 4-Door (SIL),COMPACT,2.0,4,M6,X,8.7,6.4,7.7,180
MAZDA,Mazda3 4-Door,COMPACT,2.5,4,AS6,X,8.8,6.4,7.7,181
MAZDA,Mazda3 4-Door (Cylinder Deactivation),COMPACT,2.5,4,AS6,X,8.8,6.6,7.8,183
MAZDA,Mazda3 4-Door 4WD,COMPACT,2.5,4,AS6,X,9.2,7.0,8.2,192
MAZDA,Mazda3 5-Door,MID-SIZE,2.0,4,AS6,X,8.6,6.7,7.7,181
MAZDA,,MID-SIZE,2.0,4,M6,X,8.7,6.6,7.8,181
MAZDA,Mazda3 5-Door,MID-SIZE,2.5,4,AS6,X,9.0,6.8,8.0,187
MAZDA,,MID-SIZE,2.5,4,M6,X,9.2,6.6,8.1,189
MAZDA,Mazda3 5-Door 4WD,MID-SIZE,2.5,4,AS6,X,9.8,7.4,8.7,204
MAZDA,Mazda6,MID-SIZE,2.5,4,AS6,X,9.1,6.7,8.0,187
MAZDA,,MID-SIZE,2.5,4,AS6,X,10.0,7.5,8.9,208
MAZDA,MX-5,TWO-SEATER,2.0,4,AS6,Z,9.0,6.6,7.9,186
MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4,M6,Z,9.0,7.0,8.1,189
MERCEDES-BENZ,A 220,SUBCOMPACT,2.0,4,AM7,Z,9.7,6.8,8.4,195
MERCEDES-BENZ,A 220 4MATIC,SUBCOMPACT,2.0,4,AM7,,9.6,7.1,8.5,199
MERCEDES-BENZ,,STATION WAGON - SMALL,2.0,4,AM7,Z,9.4,6.8,8.3,192
MERCEDES-BENZ,A 250 4MATIC,STATION WAGON - SMALL,2.0,4,AM7,Z,9.9,7.0,8.6,201
MERCEDES-BENZ,AMG C 43 4MATIC,COMPACT,3.0,6,A9,Z,12.4,8.7,10.7,253
MERCEDES-BENZ,AMG C 43 4MATIC Cabriolet,SUBCOMPACT,3.0,6,A9,Z,12.7,9.2,11.2,263
MERCEDES-BENZ,AMG C 43 4MATIC Coupe,SUBCOMPACT,3.0,6,A9,Z,12.9,8.8,11.1,255
MERCEDES-BENZ,,STATION WAGON - SMALL,3.0,6,A9,Z,12.4,8.9,10.8,255
MERCEDES-BENZ,AMG C 63,COMPACT,4.0,8,A9,Z,13.2,8.7,11.2,263
MERCEDES-BENZ,AMG C 63 S,COMPACT,4.0,8,A9,Z,13.2,8.7,11.2,263
MERCEDES-BENZ,AMG C 63 S Cabriolet,SUBCOMPACT,4.0,8,A9,Z,13.9,9.7,12.0,282
MERCEDES-BENZ,AMG C 63 S Coupe,SUBCOMPACT,4.0,8,A9,Z,13.9,9.2,11.8,277
MERCEDES-BENZ,AMG CLA 45 4MATIC,MINICOMPACT,2.0,4,AM7,Z,10.3,7.9,9.2,217
MERCEDES-BENZ,AMG CLS 53 4MATIC+,COMPACT,3.0,6,A9,Z,12.4,,10.7,235
MERCEDES-BENZ,AMG E 53 4MATIC+,MID-SIZE,3.0,6,A9,Z,11.2,8.3,9.9,232
MERCEDES-BENZ,AMG E 53 4MATIC+ Cabriolet,SUBCOMPACT,3.0,6,A9,Z,12.5,9.0,10.9,245
MERCEDES-BENZ,AMG E 53 4MATIC+ Coupe,SUBCOMPACT,3.0,6,A9,Z,12.3,8.5,10.6,237
MERCEDES-BENZ,AMG E 53 4MATIC+ Wagon,STATION WAGON - MID-SIZE,3.0,6,A9,Z,11.5,8.6,10.2,239
MERCEDES-BENZ,AMG E 63 S 4MATIC+,MID-SIZE,4.0,8,A9,Z,16.0,10.5,13.5,318
MERCEDES-BENZ,AMG E 63 S 4MATIC+ Wagon,STATION WAGON - MID-SIZE,4.0,8,A9,Z,14.6,10.4,12.7,299
MERCEDES-BENZ,,SUV - STANDARD,4.0,8,A9,Z,18.1,15.6,17.0,396
MERCEDES-BENZ,AMG GLA 45 4MATIC,STATION WAGON - MID-SIZE,2.0,4,AM7,Z,10.7,8.3,9.6,225
MERCEDES-BENZ,AMG GLC 43 4MATIC,SUV - SMALL,3.0,6,A9,Z,12.5,9.6,11.2,262
MERCEDES-BENZ,,SUV - SMALL,3.0,6,A9,Z,12.6,9.7,11.3,265
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+,SUV - SMALL,4.0,8,A9,Z,15.0,10.9,13.2,309
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+ Coupe,SUV - SMALL,4.0,8,A9,Z,15.0,10.9,13.2,309
MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3.0,6,A9,Z,14.0,10.6,12.4,292
MERCEDES-BENZ,AMG GLE 43 4MATIC Coupe,SUV - STANDARD,3.0,6,A9,Z,14.1,10.9,12.6,297
MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,4.7,8,A7,Z,17.7,13.4,15.8,370
MERCEDES-BENZ,,SUV - STANDARD,4.7,8,A7,Z,17.2,12.8,15.2,357
MERCEDES-BENZ,,SUV - STANDARD,4.7,8,A7,Z,17.8,13.2,15.7,370
MERCEDES-BENZ,,COMPACT,3.0,6,A9,Z,12.4,9.8,11.2,264
MERCEDES-BENZ,,COMPACT,4.0,8,A9,Z,15.5,11.5,13.7,323
MERCEDES-BENZ,,COMPACT,4.0,8,A9,Z,15.6,11.5,13.7,324
MERCEDES-BENZ,AMG GT C Coupe,TWO-SEATER,4.0,8,AM7,Z,15.3,11.4,13.5,315
MERCEDES-BENZ,AMG GT C Roadster,TWO-SEATER,4.0,8,AM7,Z,15.2,11.4,13.5,315
MERCEDES-BENZ,AMG GT R Coupe,TWO-SEATER,4.0,8,AM7,Z,15.9,11.8,14.0,327
MERCEDES-BENZ,AMG S 63 4MATIC+,FULL-SIZE,4.0,8,A9,Z,14.1,,11.8,275
MERCEDES-BENZ,,SUBCOMPACT,4.0,8,A9,Z,15.8,9.8,13.1,306
MERCEDES-BENZ,AMG S 63 4MATIC+ Coupe,COMPACT,4.0,8,A9,Z,14.0,8.7,11.6,271
MERCEDES-BENZ,,FULL-SIZE,6.0,12,A7,Z,18.6,10.9,15.1,356
MERCEDES-BENZ,AMG S 65 Cabriolet,SUBCOMPACT,6.0,12,A9,Z,17.1,11.0,14.3,337
MERCEDES-BENZ,AMG S 65 Coupe,COMPACT,6.0,12,A9,Z,17.6,11.0,14.6,343
MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8,A7,Z,15.3,10.2,13.0,303
MERCEDES-BENZ,AMG SLC 43,TWO-SEATER,3.0,6,A9,Z,11.8,8.2,10.2,238
MERCEDES-BENZ,B 250,STATION WAGON - SMALL,2.0,4,AM7,Z,9.8,6.8,8.4,196
MERCEDES-BENZ,,STATION WAGON - SMALL,2.0,4,AM7,Z,10.3,7.8,9.1,215
MERCEDES-BENZ,,COMPACT,2.0,4,A9,Z,11.0,7.3,9.4,219
MERCEDES-BENZ,,SUBCOMPACT,2.0,4,A9,Z,11.3,8.1,9.9,231
MERCEDES-BENZ,C 300 4MATIC Coupe,SUBCOMPACT,2.0,4,A9,Z,10.9,7.7,9.5,221
MERCEDES-BENZ,C 300 4MATIC Wagon,STATION WAGON - SMALL,2.0,4,A9,Z,10.9,7.7,9.5,221
MERCEDES-BENZ,,MINICOMPACT,2.0,4,AM7,Z,9.6,6.6,8.2,193
MERCEDES-BENZ,CLA 250 4MATIC,MINICOMPACT,2.0,4,AM7,Z,9.9,7.3,8.7,204
MERCEDES-BENZ,,COMPACT,3.0,6,A9,Z,11.3,7.9,9.8,213
MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,2.0,4,A9,Z,11.0,8.1,9.7,228
MERCEDES-BENZ,E 450 4MATIC,MID-SIZE,3.0,6,A9,Z,11.8,8.5,10.3,244
MERCEDES-BENZ,E 450 4MATIC Cabriolet,SUBCOMPACT,3.0,6,A9,Z,12.7,10.1,11.6,271
MERCEDES-BENZ,,SUBCOMPACT,3.0,6,A9,Z,12.5,9.1,11.0,257
MERCEDES-BENZ,E 450 4MATIC Wagon,STATION WAGON - MID-SIZE,3.0,6,A9,Z,12.3,8.9,10.8,254
MERCEDES-BENZ,G 550,SUV - STANDARD,4.0,8,A9,Z,18.0,14.1,16.3,378
MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2.0,4,AM7,Z,10.1,7.6,9.0,209
MERCEDES-BENZ,GLC 300 4MATIC,SUV - SMALL,2.0,4,A9,Z,11.0,8.7,10.0,234
MERCEDES-BENZ,GLC 300 4MATIC Coupe,SUV - SMALL,2.0,4,A9,Z,10.8,9.0,10.0,234
MERCEDES-BENZ,GLE 400 4MATIC,SUV - STANDARD,3.0,6,A9,Z,13.5,10.3,12.1,282
MERCEDES-BENZ,,SUV - STANDARD,3.0,6,A9,Z,14.9,11.2,13.2,312
MERCEDES-BENZ,,SUV - STANDARD,4.7,8,A9,Z,17.2,12.6,15.1,355
MERCEDES-BENZ,Maybach S 560 4MATIC,FULL-SIZE,4.0,8,A9,Z,14.4,9.5,12.2,286
MERCEDES-BENZ,Maybach S 650,FULL-SIZE,6.0,12,A7,Z,18.4,11.1,15.1,355
MERCEDES-BENZ,Metris Cargo,SPECIAL PURPOSE VEHICLE,2.0,4,A7,Z,11.5,9.8,10.7,251
MERCEDES-BENZ,Metris Cargo LWB,SPECIAL PURPOSE VEHICLE,2.0,4,A7,Z,11.3,9.6,10.5,248
MERCEDES-BENZ,Metris Passenger,SPECIAL PURPOSE VEHICLE,2.0,4,A7,Z,12.3,10.3,11.4,268
MERCEDES-BENZ,S 450 4MATIC SWB,MID-SIZE,3.0,6,A9,,12.8,8.5,10.8,253
MERCEDES-BENZ,S 560 Cabriolet,SUBCOMPACT,4.0,8,A9,Z,13.8,9.2,11.7,275
MERCEDES-BENZ,,FULL-SIZE,,8,A9,Z,13.5,8.6,11.3,265
MERCEDES-BENZ,S 560 4MATIC SWB,MID-SIZE,4.0,8,A9,Z,13.5,8.6,11.3,265
MERCEDES-BENZ,SL 450,TWO-SEATER,3.0,6,A9,Z,11.8,8.5,10.3,241
MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,A9,Z,13.5,9.3,11.6,270
MERCEDES-BENZ,SLC 300,TWO-SEATER,2.0,4,A9,Z,10.0,7.3,8.8,205
MINI,Cooper 3 Door,SUBCOMPACT,1.5,3,AS6,Z,8.8,6.8,7.9,184
MINI,Cooper 3 Door,SUBCOMPACT,1.5,3,M6,Z,8.5,6.2,7.5,175
MINI,,SUBCOMPACT,1.5,3,AS6,Z,8.8,6.8,7.9,184
MINI,Cooper 5 Door,SUBCOMPACT,1.5,3,M6,,8.4,6.3,7.5,175
MINI,,MID-SIZE,1.5,3,AS8,Z,10.2,7.6,9.0,212
MINI,Cooper Clubman ALL4,MID-SIZE,1.5,3,M6,Z,10.5,7.4,9.1,214
MINI,Cooper Convertible,MINICOMPACT,1.5,3,AS6,Z,8.8,6.8,7.9,184
MINI,Cooper Convertible,MINICOMPACT,1.5,3,M6,Z,8.4,6.3,7.5,175
MINI,Cooper Countryman ALL4,STATION WAGON - SMALL,1.5,3,AS8,Z,10.3,7.9,9.2,215
MINI,Cooper Countryman ALL4,STATION WAGON - SMALL,1.5,3,M6,Z,10.5,7.4,9.1,214
MINI,Cooper S 3 Door,SUBCOMPACT,2.0,4,AS6,Z,9.3,7.3,8.4,197
MINI,Cooper S 3 Door,SUBCOMPACT,2.0,4,M6,Z,10.2,7.4,9.0,210
MINI,Cooper S 5 Door,SUBCOMPACT,2.0,4,AS6,Z,9.3,7.3,8.4,197
MINI,Cooper S 5 Door,SUBCOMPACT,2.0,4,M6,Z,10.2,7.4,9.0,210
MINI,Cooper S Clubman ALL4,MID-SIZE,2.0,4,AS8,Z,10.4,7.6,9.2,214
MINI,Cooper S Clubman ALL4,MID-SIZE,2.0,4,M6,Z,11.4,7.7,9.7,227
MINI,Cooper S Convertible,MINICOMPACT,2.0,4,AS6,Z,9.4,7.2,8.4,197
MINI,,MINICOMPACT,2.0,4,M6,Z,10.2,7.4,9.0,210
MINI,Cooper S Countryman ALL4,MID-SIZE,2.0,4,AS8,Z,10.5,7.6,9.2,215
MINI,Cooper S Countryman ALL4,MID-SIZE,2.0,4,M6,Z,11.3,7.8,9.7,228
MINI,,SUBCOMPACT,2.0,4,AS6,Z,9.3,7.3,8.4,197
MINI,,SUBCOMPACT,2.0,4,M6,Z,10.2,7.4,9.0,210
MINI,,MID-SIZE,2.0,4,AS8,Z,10.4,7.6,9.2,214
MINI,John Cooper Works Clubman ALL4,MID-SIZE,2.0,4,M6,,11.4,7.7,9.7,227
MINI,John Cooper Works Convertible,MINICOMPACT,2.0,4,AS6,Z,9.4,7.2,8.4,197
MINI,John Cooper Works Convertible,MINICOMPACT,2.0,4,M6,Z,10.8,7.7,9.4,220
MINI,John Cooper Works Countryman ALL4,MID-SIZE,2.0,4,AS8,Z,10.6,7.8,9.3,220
MINI,John Cooper Works Countryman ALL4,MID-SIZE,2.0,4,M6,Z,11.3,7.8,9.7,228
MITSUBISHI,Eclipse Cross 4WD,SUV - SMALL,1.5,4,AV8,X,9.6,8.9,9.3,216
MITSUBISHI,Mirage,COMPACT,1.2,3,AV,X,6.6,5.6,6.2,143
MITSUBISHI,Mirage,COMPACT,1.2,3,M5,,7.1,5.8,6.5,151
MITSUBISHI,Mirage G4,COMPACT,1.2,3,AV,X,6.9,5.7,6.4,148
MITSUBISHI,Mirage G4,COMPACT,1.2,3,M5,X,7.2,5.9,6.6,153
MITSUBISHI,Outlander 4WD,SUV - SMALL,2.4,4,AV6,X,9.9,8.1,9.1,212
MITSUBISHI,Outlander 4WD,SUV - SMALL,3.0,6,AS6,Z,12.0,8.8,10.6,246
MITSUBISHI,RVR,SUV - SMALL,2.0,4,AV6,X,9.7,7.8,8.8,206
MITSUBISHI,RVR 4WD,SUV - SMALL,2.0,4,AV6,X,10.1,8.2,9.2,213
MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,AV6,X,10.3,8.3,9.4,218
NISSAN,,TWO-SEATER,3.7,6,AS7,,12.6,9.3,11.1,261
NISSAN,,TWO-SEATER,3.7,6,M6,Z,13.3,9.3,11.5,270
NISSAN,370Z Roadster,TWO-SEATER,3.7,6,AS7,Z,13.0,9.7,11.5,271
NISSAN,370Z Roadster,TWO-SEATER,3.7,6,M6,Z,13.6,9.7,11.8,279
NISSAN,,MID-SIZE,2.5,4,AV,X,8.6,6.1,7.4,174
NISSAN,Altima SR/Platinum,MID-SIZE,2.0,4,AV,X,9.1,6.9,8.1,190
NISSAN,Altima SR/Platinum,MID-SIZE,2.5,4,AV,X,8.5,6.3,7.5,177
NISSAN,Altima AWD,MID-SIZE,2.5,4,AV,X,9.1,,7.9,186
NISSAN,Altima AWD SR/Platinum,MID-SIZE,2.5,4,AV,X,9.3,6.7,8.1,190
NISSAN,Armada 4WD,SUV - STANDARD,5.6,8,AS7,X,17.7,12.9,15.5,364
NISSAN,Frontier,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.7,10.7,12.3,290
NISSAN,Frontier,PICKUP TRUCK - SMALL,4.0,6,A5,X,14.7,10.3,12.7,299
NISSAN,Frontier 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,15.8,11.5,13.9,326
NISSAN,Frontier 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,,15.1,11.5,13.5,317
NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,14.2,10.7,12.6,295
NISSAN,Kicks,MID-SIZE,1.6,4,AV,X,7.7,6.6,7.2,169
NISSAN,Maxima,MID-SIZE,3.5,6,AV7,Z,11.6,7.9,9.9,233
NISSAN,,COMPACT,1.6,4,A4,X,9.0,,8.0,188
NISSAN,Micra,COMPACT,1.6,4,M5,X,8.7,6.8,7.9,186
NISSAN,Murano,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.7,8.3,10.2,240
NISSAN,Murano AWD,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.7,8.5,10.3,242
NISSAN,NV200 Cargo Van,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.8,8.8,9.3,218
NISSAN,Pathfinder,SUV - SMALL,3.5,6,AV,X,11.6,8.5,10.2,240
NISSAN,Pathfinder 4WD,SUV - SMALL,3.5,6,AV,X,12.1,8.9,10.7,250
NISSAN,Pathfinder 4WD Platinum,SUV - SMALL,3.5,6,AV,X,12.4,,11.0,259
NISSAN,Qashqai,STATION WAGON - SMALL,2.0,4,AV7,X,8.6,7.2,8.0,188
NISSAN,,STATION WAGON - SMALL,2.0,4,M6,X,10.1,8.1,9.2,217
NISSAN,Qashqai AWD,STATION WAGON - SMALL,2.0,4,AV7,X,9.1,7.6,8.4,198
NISSAN,Rogue,SUV - SMALL,2.5,4,AV,X,9.1,7.1,8.2,192
NISSAN,Rogue AWD,SUV - SMALL,2.5,4,AV,X,9.6,7.5,8.7,204
NISSAN,,MID-SIZE,1.8,4,AV,X,8.1,6.3,7.3,172
NISSAN,Sentra,MID-SIZE,1.8,4,M6,X,8.8,6.6,7.8,183
NISSAN,Sentra (Turbo),MID-SIZE,1.6,4,AV7,,8.9,7.3,8.2,193
NISSAN,Sentra (Turbo),MID-SIZE,1.6,4,M6,Z,9.1,7.3,8.3,195
NISSAN,Sentra Nismo,MID-SIZE,1.6,4,AV7,,9.4,7.8,8.7,205
NISSAN,Sentra Nismo,MID-SIZE,1.6,4,M6,Z,9.5,7.6,8.7,204
NISSAN,Titan,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.0,11.2,13.3,312
NISSAN,Titan 4WD,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.2,11.1,13.4,315
NISSAN,Titan 4WD Pro-4X,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.9,11.9,14.1,331
NISSAN,Versa,MID-SIZE,1.6,4,AV,,7.6,6.2,7.0,164
NISSAN,,MID-SIZE,1.6,4,M5,X,8.6,6.6,7.7,180
PORSCHE,911 Carrera,MINICOMPACT,3.0,6,AM7,Z,10.6,8.0,9.4,221
PORSCHE,,MINICOMPACT,3.0,6,M7,Z,11.8,8.1,10.1,237
PORSCHE,911 Carrera Cabriolet,MINICOMPACT,3.0,6,AM7,Z,10.8,8.3,9.7,227
PORSCHE,911 Carrera Cabriolet,MINICOMPACT,3.0,6,M7,,12.0,8.2,10.3,241
PORSCHE,911 Carrera GTS,MINICOMPACT,3.0,6,AM7,Z,11.5,9.1,10.4,243
PORSCHE,911 Carrera GTS,MINICOMPACT,3.0,6,M7,Z,13.0,8.9,11.2,260
PORSCHE,911 Carrera GTS Cabriolet,MINICOMPACT,3.0,6,AM7,Z,11.8,9.2,10.7,249
PORSCHE,911 Carrera GTS Cabriolet,MINICOMPACT,3.0,6,M7,Z,12.7,9.0,11.0,258
PORSCHE,911 Carrera S,MINICOMPACT,3.0,6,AM7,Z,10.8,8.3,9.7,226
PORSCHE,,MINICOMPACT,3.0,6,M7,Z,12.1,,10.3,242
PORSCHE,911 Carrera S Cabriolet,MINICOMPACT,3.0,6,AM7,Z,10.8,8.4,9.7,228
PORSCHE,911 Carrera S Cabriolet,MINICOMPACT,3.0,6,M7,Z,12.1,8.3,10.4,243
PORSCHE,911 Carrera T,MINICOMPACT,3.0,6,AM7,Z,11.9,,10.6,248
